Company Name,Country,Location & Zone,Description
Lifescience Intellipedia Pvt Ltd,IN,"Visit us at stand 1A.K11 , subevent CPHI India 2025",
Auro Engineering Company,IN,"Visit us at stand 12.F44 , subevent P-MEC India 2025",
Shree Ganesh Chemicals,IN,"Visit us at stand 1A.O01 , subevent CPHI India 2025",Shree Ganesh Chemicals uses state of the art manufacturing facility to manufacture high quality pharmaceutical intermediates(APIs)and specialized pharma chemicals since 1999.Our team uses innovative methods to manufacture pure chemicals to the clien...
Afftech Pharma Machine,IN,"Visit us at stand RH.A61 , subevent P-MEC India 2025",
Unimark Remedies Ltd (Shamrock Group),IN,"Visit us at stand RH.G26 , subevent CPHI India 2025","We are a USFDA and EUGMP approved facility manufacturing APIs with 25 DMFs, 12 CEPs. Our key products are Tigecycline, Lisinopril, Montelukast, Nitrofurantoin, Nalidixic Acid, Flecainide, Moxifloxacin and Carbapenems. Our facilities have been certif..."
Skanttr Lifescience LLP,IN,"Visit us at stand 2.A35 , subevent CPHI India 2025",
Wahren India Pvt. Ltd.,IN,"Visit us at stand RH.A26 , subevent P-MEC India 2025",
The Moleculez,IN,"Visit us at stand 4.G32 , subevent CPHI India 2025",
Psychocare Health Pvt Ltd.,IN,"Visit us at stand 1A.B12 , subevent CPHI India 2025",
Nilkanth Organics Pvt Ltd,IN,"Visit us at stand 4.I28 , subevent CPHI India 2025",
Sinopharm Weiqida Pharmacuetical Co Ltd,IN,"Visit us at stand RH.G18 , subevent CPHI India 2025",
HFL Healthcare And Wellness Pvt Ltd,IN,"Visit us at stand 1A.L01 , subevent CPHI India 2025",We are India`s largest and most reputed contract manufacturer in the FMCG & Pharma-OTC-Healthcare category. We've 36 manufacturing units across INDIA. Our product portfolio ranges from Medical Devices - Foot Care products to Topical creams (Allopath...
Devson Impex Pvt Ltd,IN,"Visit us at stand 8.S08 , subevent CPHI India 2025",
ANNEXE CHEM PVT LTD,IN,"Visit us at stand 1A.P08 , subevent CPHI India 2025","We Annexe Chem Private Limited manufacturing wide range of fine chemicals in the grades of LR, AR, ACS, IP, BP, USP, EP, JP in our state of the art FDA-GMP certified manufacturing facility located at Vadodara, Gujarat, INDIA. We also have GLP approv..."
Supermax Drugs & Pharmaceuticals Pvt Ltd,IN,"Visit us at stand 1A.A10 , subevent CPHI India 2025","Supermax is finished formulation pharmaceutical manufacturing organization located in Delhi & Uttarakhand, established in 1987 with the vision of making world class affordable medicines. Our large-scale production capacities, highly qualified produc..."
A R Life sciences Pvt Ltd,IN,"Visit us at stand RH.D39 , subevent CPHI India 2025","AR Life sciences is a manufacturer of Intermediates / APIs. The company was established in the year 2007, Hyderabad, India. Company has an experienced and strong team of 300+ employees with strong client relationships with both International and domestic. ARL has three(03) manufacturing facilities, two located in Hy..."
Varpar International Private Limited,IN,"Visit us at stand RH.B50 , subevent P-MEC India 2025",
Particle Pandits,IN,"Visit us at stand 15.B54 , subevent P-MEC India 2025",
Ipsons Pharma Equipments Pvt Ltd,IN,"Visit us at stand 14.D50 , subevent P-MEC India 2025","We are specialized in crafting unique solutions for our clients complex and strategic requirements for pharmaceutical plants. The company believes in constant research to bring out better, faster and economical machines in every category of machiner..."
Crius Life Science Pvt Ltd,IN,"Visit us at stand 1A.F11 , subevent CPHI India 2025",
A & D Instruments India Pvt. Ltd.,IN,"Visit us at stand 14.A53 , subevent P-MEC India 2025",
Lennox Clean Air Technologies,IN,"Visit us at stand 15A.B31 , subevent P-MEC India 2025",
Harikrushna Technopride Engg.,IN,"Visit us at stand 14.D47 , subevent P-MEC India 2025",HTE INDIA offers pharmaceuticals packaging system with strategic advantages for Advanced and customized parental / Oral / Drug Delivery packaging systems to help your Drug reach to its full potential. We are committed to build partnership to develop...
Gandhar Oil Refinery (India) Ltd,IN,"Visit us at stand 1A.L04 , subevent CPHI India 2025",
Mahashakti Pharmamach,IN,"Visit us at stand 12.D45 , subevent P-MEC India 2025",
Maxcare Device,IN,"Visit us at stand RH.A56 , subevent P-MEC India 2025",
Ezyprint Technologies,IN,"Visit us at stand 15A.C54 , subevent P-MEC India 2025",
Dwarikadheesh Packaging,IN,"Visit us at stand RH.C38 , subevent P-MEC India 2025",
Zenith Drugs Ltd,IN,"Visit us at stand 1A.G10 , subevent CPHI India 2025","we are pleased to introduce ourselves as one of the Leading WHO-GMP & LMHRA certified Manufacturing Company of pharmaceutical products. Our pharmaceutical expertise includes Oral salts (ORS Powder), Semisolids (ointment, cream, gel, and lotion), Cap..."
Ishan industries,IN,"Visit us at stand 15A.B51 , subevent P-MEC India 2025",
Aarmed Formulations Pvt Ltd,IN,"Visit us at stand 1A.I07 , subevent CPHI India 2025",
Spectrochem Pvt Ltd,IN,"Visit us at stand 1A.Q03 , subevent CPHI India 2025",
Sigma Softgel Pvt Ltd,IN,"Visit us at stand 1A.J05 , subevent CPHI India 2025",Sigma Softgel Private Limited has grown to become one of India’s most respected pharmaceutical company. We are committed to delivering better health through superior products with a desire of providing opportunities for better life. We work very hard to bring the good quality focus of our custom. Our mission is to conduct res...
CJS Speciality Chemicals Pvt Ltd,IN,"Visit us at stand 1A.N03 , subevent CPHI India 2025",
VLM Group,IN,"Visit us at stand RH.A05 , subevent P-MEC India 2025",
Shreeji Flowtech Systems,IN,"Visit us at stand RH.M62 , subevent P-MEC India 2025",
MSB Chemical Ltd,IN,"Visit us at stand 1A.S06 , subevent CPHI India 2025","MSB Chemical is India's First Indigenous Analytical & Pharmacopoeial Grade Ethanol Manufacturing Plant. The state of art Manufacturing unit is situated in Nagpur with a 33,000 sq.m area with a monthly capacity of 1.1 million litres. Our manufacturi..."
Hindon India Pvt Ltd,IN,"Visit us at stand 7.N09 , subevent CPHI India 2025",
Plica Vaccines Pvt Ltd,IN,"Visit us at stand 3.G03 , subevent CPHI India 2025",
Eurocrit Labs International Pvt Ltd,IN,"Visit us at stand 3.G08 , subevent CPHI India 2025",
Bioaltus Pharmaceuticals Pvt Ltd,IN,"Visit us at stand 3.G06 , subevent CPHI India 2025","ESCALATING HEALTHCARE WITH INNOVATION & INTEGRATION As a third party manufacturer, we offer a diversified range of finished formulations. With our expertise, technical strengths, and a fully equipped WHO- cGMP approved manufacturing unit, we are su..."
Evolet Pharmaceutical Pvt Ltd,IN,"Visit us at stand 1A.F10 , subevent CPHI India 2025",
Herbal Creations,IN,"Visit us at stand 1A.H01 , subevent CPHI India 2025","Greetings of the day. Herbal Creations, since 1978, is a leading manufacturer, supplier and exporter of phytochemicals and herbal extracts in India. We are one of the big phytochemical manufacturer having processing capacity of 15 tonnes of raw herb..."
Alder Biochem Pvt Ltd,IN,"Visit us at stand 5.I11 , subevent CPHI India 2025",
Jenerx Pharma Soultions Pvt Ltd,IN,"Visit us at stand RH.E54 , subevent CPHI India 2025",
S. B. Organics Ltd,IN,"Visit us at stand 1A.J12 , subevent CPHI India 2025",
Raivat Impex Pvt Ltd,IN,"Visit us at stand 3.G23 , subevent CPHI India 2025","We are the Leading Importer & Dealer for Amino Acids, Nutraceuticals, Pharmaceuticals, Herbal Extract, & ingredients for supplements raw materials, and are representing many reputed manufacturer's from world-wide and are ministering many prominent c..."
Marc Laboratories Ltd.,IN,"Visit us at stand 1A.A11 , subevent CPHI India 2025",
Knowell Pharma Solutions (LLP),IN,"Visit us at stand 1A.D10 , subevent CPHI India 2025",
Amar-Deep Pharmas LLP,IN,"Visit us at stand 1A.I06 , subevent CPHI India 2025",Amar - Deep Pharmas was founded to fulfil the vision of Mr. Amar Lulla of a world class company that offers a comprehensive range of services that are critical to the growth of any pharmaceutical company. A company that partners with not only well e...
"Lebal Packaging Machinery Co., Ltd.",CN,"Visit us at stand RH.C08 , subevent P-MEC India 2025",
Omkar Modular Systems LLP,IN,"Visit us at stand RH.N67 , subevent P-MEC India 2025",WE ARE CATALYST MANUFACTURING COMPANY WITH OWN HYDROGENATION FACILITY FOR JOB-WORK BENEFITTING OUR CUSTOMER TO SAVE COST ON CATALYST INVENTORY AND PROCESS LOSS.
HAMILTON LABINDIA INSTRUMENTS/ 1LABINFRA,US,"Visit us at stand 15A.C01 , subevent P-MEC India 2025",
Ratnatris Pharmaceuticals Pvt Ltd,IN,"Visit us at stand 1A.I01 , subevent CPHI India 2025",
Jubilant Biosys Ltd,IN,"Visit us at stand RH.G06 , subevent CPHI India 2025",
GGC Chemicals and Pharmaceuticals Pvt Ltd,IN,"Visit us at stand 7.M08 , subevent CPHI India 2025","Two decades of absolute expertise and proficiency in Fine Chemicals, Advance pharmaceutical Intermediates and other Process Industries. We are a reputed group and team of experts with wide experience in offering best class solutions for catering to ..."
F Plus Healthcare Technologies,IN,"Visit us at stand RH.K43 , subevent P-MEC India 2025","F Plus Healthcare Technologies specializes in manufacturing and supplying cutting-edge pharmaceutical equipment designed to meet the highest industry standards. Our diverse portfolio includes equipment for various applications such as Granulation, E..."
Radiant Industries,IN,"Visit us at stand 14.C59 , subevent P-MEC India 2025",
Himachal Polyolefins Ltd,IN,"Visit us at stand 2A.21 , subevent CPHI India 2025","Himachal Polyolefins Limited is a leading manufacturer of high-purity Calcium Carbonate in Pharmaceutical, Food, Oral Care, and Technical grades—both Powder and DC forms. Our fully automated robotic facility, unique in India, ensures superior consistency, hygiene, and efficiency. With captive limestone mines, we control quali..."
Soujanya Lifescience (A division of Soujanya Color Pvt Ltd),IN,"Visit us at stand 1A.O03 , subevent CPHI India 2025","POWERING LIFE CHANGING MEDICINES We Soujanya Lifesciences, a division of the revered Soujanya Group, seamlessly combine our parent company's legacy into Specialty Chemicals with fresh dynamism. We specialize in sustainable, efficient manufacturing o..."
Mikron Singapore Pte Ltd.,SG,"Visit us at stand 12.D49 , subevent P-MEC India 2025",
Vaisala Oyj,IT,"Visit us at stand 15.D52 , subevent P-MEC India 2025","Observations for a better world For over 50 of the world's top life science companies, Vaisala provides measurement devices for almost all critical parameters as well as environmental monitoring solutions designed for regulated applications. With c..."
Spectralytic Scientific India Private Limited,IN,"Visit us at stand 15.F03 , subevent P-MEC India 2025",
Sandhya Group,IN,"Visit us at stand 7.P02 , subevent CPHI India 2025",
S.I.F.R.A. Est Spa,IT,"Visit us at stand RH.J32 , subevent P-MEC India 2025","The SIFRA EST with more than 100 employees and its goods sold in 33 countries world- wide, is leader in the production of flat and tubular films, tubes, connectors and flexible containers in PVC (Siflex®, Siflat®, Siftube® e Siflex Pack®) as well as..."
Prism Pharma Machinery,IN,"Visit us at stand 12.A37 , subevent P-MEC India 2025",
Jeen Fabrics Private Limited,IN,"Visit us at stand 15A.C87 , subevent P-MEC India 2025",
Evonik Catalysts India Pvt. Ltd.,IN,"Visit us at stand 6.M14A , subevent CPHI India 2025",
De Lama S.p.A.,IT,"Visit us at stand 10.D25 , subevent P-MEC India 2025",
SYNTEGON TELSTAR INDIA PRIVATE LIMITED,IN,"Visit us at stand 10.C43 , subevent P-MEC India 2025",
"Zhongnuo Caring Pharmaceutical Development(Suzhou)Co.,Ltd",CN,"Visit us at stand RH.F50 , subevent CPHI India 2025",
Zenzi Pharmaceuticals Ind Ltd,IN,"Visit us at stand RH.J13 , subevent CPHI India 2025","Zenzi Pharmaceuticals an EU GMP, Indian GMP, and WHO GMP certified company has rapidly emerged as a trusted name in contract manufacturing in the global pharmaceutical industry. Our mission is to create a lasting, positive impact on humankind by delivering high-quality, affordable medicines through our cutting-edge contr..."
Deepak Fertilisers and Petrochemicals Corp Ltd,IN,"Visit us at stand 8.S24 , subevent CPHI India 2025","Deepak Fertilisers and Petrochemicals Corporation Ltd. (DFPCL) is among India's leading producers of fertilizers and industrial chemicals. Set up in 1979 as an Ammonia manufacturer, DFPCL today is a publicly listed, multi-product Indian conglomerate..."
Spectrasynth Pharmachem,IN,"Visit us at stand RH.D55 , subevent CPHI India 2025","# Spectrasynth is one of the most Reliable, Trusted contract Research organization for Custom Synthesis of Impurities/Inhouse standards which having own manufacturing facility in Ahmadabad Bakrol GIDC. # We are specialized in manufacturing Impuritie..."
Anlon Healthcare Pvt. Ltd.,IN,"Visit us at stand RH.F12 , subevent CPHI India 2025",
Aarti Pharmalabs Ltd,IN,"Visit us at stand 2.F08 , subevent CPHI India 2025","Aarti Pharmalabs Limited (APL) is a leading Indian manufacturer of Pharmaceuticals and Nutraceuticals with a global footprint. We manufacture Generic APIs, Intermediates and Xanthine derivatives (Caffeine). We offer CDMO services for small molecules..."
Alex Pharmachem Pvt Ltd,IN,"Visit us at stand RH.O11 , subevent CPHI India 2025","Alex Pharmachem Pvt. Ltd. is a Manufacturer & Exporter of Bulk Drugs (API) & Intermediates, since 2000. Our manufacturing plant is cGMP, WHO-GMP, FDA, GLP, ISO, HALAL AND KOSHER Certified, and we hold DMFs for all our products. We specialize in the ..."
EXECHON PROPRIETOR SHIVANI TRUST,IN,"Visit us at stand RH.A54 , subevent P-MEC India 2025","Exechon, is an ISO 15378-2017 as well as ISO 9001-2015 certified, one of the leading pharmaceutical packaging material manufacturing firm, located at Vadodara, India. Exechon manufactures USDMF-III as well as Canadian DMF-II Pharmaceutical packagin..."
Vital Syntheticlabs Pvt Ltd,IN,"Visit us at stand 1A.P01 , subevent CPHI India 2025",VITALS SYNTHETICLABS PVT. LTD is established primarily to manufacture Pyridine Derivatives and Speciality Chemicals. Vitals is a reliable partner to multinational companies with more than 170+ customers globally and a portfolio of 850+ products. We ...
Swiss Garniers Biotech Private Limited,IN,"Visit us at stand RH.D22 , subevent CPHI India 2025",Swiss Garnier Group incorporated in 2006. Have Four State-of-Art Manufacturing facility to cater Domestic and Overseas Markets. Specialized in Development and Manufacturing of Innovative Formulations. Flagged own Brands over 40+ Countries.PIC/s Mala...
Eurofins Biopharma Product Testing India,IN,"Visit us at stand RH.D58 , subevent CPHI India 2025",Eurofins CDMO India offers comprehensive Process Development & Manufacturing of small molecule drug substances & regulatory starting materials ( RSM) for preclinical & clinical supply ensuring high quality and safety. Contact - bd.cdmo@advinus.euro...
Alcedo Pharma Chem Pvt Ltd,IN,"Visit us at stand 8.T31 , subevent CPHI India 2025","Alcedo has been promoted with vision to cater global excipient market by development and manufacture of key functional excipients from India with regulatory standards.Alcedo facility is of 81,000 Sq.mts area with dedicated manufacturing block for pr..."
ASV Pharma Tech Pvt. Ltd.,IN,"Visit us at stand RH.B53 , subevent P-MEC India 2025","“ONE STOP SOLUTION FOR PHARMA NEEDS” YOUR TRUST IS OUR STRENGT… WE VALUE OUR CUSTOMERS SATISFACTION. We are pleased to Introduce ourselves as one of the leading manufacturers & suppliers of Pharma Machineries, Silicone Products (Tubes, Profiles, FBD..."
Salvavidas Pharmaceuticals Pvt Ltd,IN,"Visit us at stand 1A.L07 , subevent CPHI India 2025","We at Salvavidas Pharma India, are one of the major manufacturer and exporter of api's, intermediates, speciality chemicals, supplements and finished formulation products. We are offering a large assortment of Critical Care Products, Oncology Drugs ..."
Octapharma AG,CH,"Visit us at stand RH.J24 , subevent CPHI India 2025",We offer Pharmaceutical excipients for research and further manufacturing use. Octapharma is the largest privately owned and independent plasma fractionator in the world. Our medicines are high-quality human proteins sourced from human plasma and h...
Sujata Nutri Pharma Pvt Ltd,IN,"Visit us at stand 1A.M05 , subevent CPHI India 2025",
Gamp Services Pvt. Ltd.,IN,"Visit us at stand 15.B35 , subevent P-MEC India 2025",
Shree Labware And Process Systems,IN,"Visit us at stand 14.C47 , subevent P-MEC India 2025",
Swiss Pac Pvt Ltd,IN,"Visit us at stand 15.D22 , subevent P-MEC India 2025",
Lab Iconics Technologies LLP,IN,"Visit us at stand 15.A38 , subevent P-MEC India 2025","Lab Iconics Technologies - an informatics and compliance solutions company, founded in 2018 with the focus of developing affordable quality systems for pharma, biotechnology, research and testing laboratories. Lab Iconics offers various informatics ..."
Indo Rama Engineers,IN,"Visit us at stand 1A.C12 , subevent CPHI India 2025","Contributing to the field of pharmaceuticals for more than 8 years, We at Indo Rama offers third-party manufacturing services for Soft Gelatin Capsules, Oral Liquid (Syrups, Suspensions), Sachets (Oral Powders), Capsules (Hard Gelatin) and Tablets. ..."
Bhavani Engineering Works,IN,"Visit us at stand 12.C41 , subevent P-MEC India 2025",
DBDS Robotics Pvt. Ltd.,IN,"Visit us at stand 14.D09 , subevent P-MEC India 2025",
IWK Verpackungstechnik GmbH,DE,"Visit us at stand 10.A32 , subevent P-MEC India 2025",
Shakti Lifescience Pvt Ltd,IN,"Visit us at stand RH.D54 , subevent CPHI India 2025","Shakti Life Science is a young company focusing on complex Healthcare segments of Steroids and Hormones which are the vital links of the Human Body. The company Focuses on the key Pharmaceutical Ingredients which serve as messengers, controlling and..."
Spectrum Filtration Pvt. Ltd.,IN,"Visit us at stand 14.D38 , subevent P-MEC India 2025","Spectrum Filtration is the largest Indian manufacturer of Intake Air Filters and Filter Houses having 5 strategically located manufacturing units - Pune, Kolkata, Noida, Bangalore & Daman to ensure timely deliveries. With a focus on customer excelle..."
Climate Grip Pvt. Ltd.,IN,"Visit us at stand 15A.C73 , subevent P-MEC India 2025",
Uphill Engineering Solutions,IN,"Visit us at stand 15A.C17 , subevent P-MEC India 2025","Pharmaceuticals equipment manufacturer like isolator, Quadro mill, Air jet mill, VTD, FBD, RMG, Blenders, Mills, Shifters, PNF, CIP/SIP, Dynamic and static pass box etc. For full equipment details kindly contact on +918976407476."
DuPont,IN,"Visit us at stand 8.S06 , subevent CPHI India 2025","DuPont™ Liveo™ brand silicones have demonstrated their safety and patient benefits in a wide range of healthcare applications. These high-quality, reliable, and innovative materials include Silicone Skin Adhesives, Transdermal Adhesives, Silicone El..."
Integrated Project Services International Pvt Ltd,IN,"Visit us at stand RH.J27 , subevent P-MEC India 2025","Integrated Project Management Services (IPMS) is a Mumbai-based team of experienced professional engineers. We Provide Complete Turnkey Solutions to Pharmaceuticals , Biopharmaceuticals , API's , Chemicals , & FMCG sector as per WHO-GMP, USFDA, MHR..."
Flavaroma Flavours & Fragrances Pvt Ltd,IN,"Visit us at stand 6.L03 , subevent CPHI India 2025","We are a leading manufacturer and exporter of Flavours, Fragrances, Essential and Citrus Oils. Creation is our passion we live to create, our passion has helped us create wide range of products used in bakery, confectionery, dairy, beverages, pharma..."
EQUICHEM,IN,"Visit us at stand 14.A09 , subevent P-MEC India 2025",
Addagrip India Pvt. Ltd.,IN,"Visit us at stand 15A.C90 , subevent P-MEC India 2025",
Terrasoul Polymers Private Limited,IN,"Visit us at stand 14.C60 , subevent P-MEC India 2025","Terrasoul specializes in regulatory packaging for medicines, drugs,health,well being and many other products. We have the expertise to provide and deluver solutions from initial designs to final products."
TAISEI Kako Co. Ltd.,JP,"Visit us at stand 15A.C66 , subevent P-MEC India 2025",TAISEI KAKO is A pharmaceutical primary package & Medical devise manufacturer in JAPAN “One-Stop Shopping” from Planning and Development to Manufacturing and Services Both pharmaceutical and its package are bound up in each other .This slogan expr...
Systemair India Pvt. Ltd.,IN,"Visit us at stand 15A.A05 , subevent P-MEC India 2025",
Soltech Pumps & Equipment Pvt. Ltd.,IN,"Visit us at stand 15A.B17 , subevent P-MEC India 2025",
S A Engineering,IN,"Visit us at stand 12.D42 , subevent P-MEC India 2025",
Nishka Instruments,IN,"Visit us at stand 12.C40 , subevent P-MEC India 2025",
Metrohm India Private Limited,IN,"Visit us at stand 15A.B85 , subevent P-MEC India 2025","Metrohm India Private Limited is a total analytical solution provider, serving Indian market for more than 2 decades. We are immensely proud to have all the major companies from public and private sector, spanning across almost all the industries, a..."
Avians Innovations Technology Pvt. Ltd.,IN,"Visit us at stand 15.B17 , subevent P-MEC India 2025",Avians Innovations Technology Pvt. Ltd. who has been one of the pioneer manufacturers with more than four decades in providing end-to-end solutions' in high-end automatic doors with vast experience in acquiring more then 2000+ prominent corporate an...
Ansell Healthcare Europe N.V.,BE,"Visit us at stand RH.L44 , subevent P-MEC India 2025",
AGC Asia Pacific India Pvt. Ltd.,IN,"Visit us at stand RH.J01 , subevent CPHI India 2025",
Ace Industries (India) Pvt. Ltd.,IN,"Visit us at stand 15A.C43 , subevent P-MEC India 2025",
M/S Advanced Microdevices Pvt Ltd,IN,"Visit us at stand RH.J48 , subevent P-MEC India 2025",MDI is the world's largest most vertically integrated single use systems manufacturer with more than 95% of the single use components being produced in-house.Our strong design and development capabilities allow customization and rapid productionizat...
LIFESPAN PRIVATE LIMITED,IN,"Visit us at stand 1A.H12 , subevent CPHI India 2025","Lifespan is India's largest manufacturer of nutraceuticals, herbal, ayurvedic and personal care products. Our manufacturing facility is built according to USFDA standards and we follow GMP regulations to ensure that our products are pure, safe and e..."
SSF PLASTICS INDIA PVT LTD,IN,"Visit us at stand 14.F40 , subevent P-MEC India 2025",
Shree Vishwakarma Alu Projects Private Limited,IN,"Visit us at stand 14.C24 , subevent P-MEC India 2025",
Piab Vacuum Technology Pvt. Ltd.,IN,"Visit us at stand 15A.C63 , subevent P-MEC India 2025",
ALS Testing Services India Pvt. Ltd.,IN,"Visit us at stand 15.A56 , subevent P-MEC India 2025",
Vijay Rubber Products,IN,"Visit us at stand 15.A40 , subevent P-MEC India 2025",
Sitriv Optronics Corporation,IN,"Visit us at stand 12.F37 , subevent P-MEC India 2025",
SANJIVANI PHARMA,IN,"Visit us at stand 4.H29 , subevent CPHI India 2025","SANJIVANI PHARMA is a fast-growing pharmaceutical company specializing in the development, manufacturing, and marketing of high-quality Active Pharmaceutical Ingredients (APIs). With nearly a decade of expertise, we offer a differentiated product portfolio that ensures global competitiveness. Our state-of-the-art, WHO-G..."
Rivpra Formulations Pvt. Ltd.,IN,"Visit us at stand 3.F03 , subevent CPHI India 2025","Rivpra formulation is an integrated pharmaceutical company with core competency in the development and manufacture of highly effective and affordable medicines to treat various ailments and diseases.Established in 2008, Rivpra Formulations is a debt..."
NETZSCH India Grinding & Dispersing Pvt. Ltd.,IN,"Visit us at stand RH.K40 , subevent P-MEC India 2025",
MLA Industries Private Limited,IN,"Visit us at stand 8.Q42 , subevent CPHI India 2025",
Kairish Shared Services LLP,IN,"Visit us at stand 15A.A01 , subevent P-MEC India 2025","The Dadachanji Group of Companies headquartered in Mumbai, India, is a diversified group with business interests in Pharmaceuticals and Biotechnology, Primary and Secondary Packaging, Medical Devices, Machine Building, Automation, Robotics, and Ster..."
Inhalation Health Pvt Ltd,IN,"Visit us at stand 4.K08 , subevent CPHI India 2025","Inhalation Health is a trusted distributor of high-performance ingredients for healthcare industry. It's a progressive group having a strong foundation, supported by esteemed global partners (European) and strong pillars of qualified experts. USPs: ..."
HRV Global Lifesciences Pvt Ltd,IN,"Visit us at stand 2.D38 , subevent CPHI India 2025","HRV Global is a leading manufacturer, seller & exporter of a wide range of Active Pharmaceutical Ingredients, Advanced Pharma Intermediates, Pellets, Food Grade Chemicals, Food Additives and Food Ingredients across the world."
GoEzyLift Tech Pvt. Ltd.,IN,"Visit us at stand 15A.B53 , subevent P-MEC India 2025",
Bioaltus Laboratories Pvt Ltd,IN,"Visit us at stand 4.K28 , subevent CPHI India 2025",
Carewell Pharmapack International Private Limited,IN,"Visit us at stand 15A.C16 , subevent P-MEC India 2025","Carewell Pharmapack has been recently commissioned in Kurukshetra, North India to cater the large unmet need for quality supplier of Glass Ampoules and Vials. We have set up an ultra modern facility designed to meet all regulatory compliances and re..."
THINQ Pharma-CRO Ltd,IN,"Visit us at stand 6.L36 , subevent CPHI India 2025","Allow me to introduce you to Thinq Pharma-CRO group of companies. With offices in Singapore, Malta and India, we are a vertically integrated pharmaceutical company, for over 25 years in the pharma and nutraceutical fields. We have a global network a..."
Shah Sealtech Pvt. Ltd.,IN,"Visit us at stand 14.C58 , subevent P-MEC India 2025",
Amcor Flexibles India Private Limited,IN,"Visit us at stand 15.B41 , subevent P-MEC India 2025",
Sterile India Pvt. Ltd.,IN,"Visit us at stand 2.C24 , subevent CPHI India 2025",
Spring Bio Solution,IN,"Visit us at stand 2.A01 , subevent CPHI India 2025",
Spraycel Coatings,IN,"Visit us at stand 6.P39 , subevent CPHI India 2025","We are very well known Manufacturer and Exporter of Spraycel Coatings in Ahmedabad. We manufacture ready-mix film coating material for Pharmaceutical, Ayurvedic, Nutraceutical & Herbal Industry in India and Abroad since 1990. We are situated at Ahme..."
Salvi Chemical Industries Ltd,IN,"Visit us at stand 4.J30 , subevent CPHI India 2025",
Nixi Laboratories Pvt Ltd,IN,"Visit us at stand 5.K22 , subevent CPHI India 2025",
Jay Finechem Private Limited,IN,"Visit us at stand RH.N01 , subevent CPHI India 2025","Jay Finechem is a supplier of Intermediates for APIs and Fine Chemicals catering to Diagnostic, Electronic, Pharmaceuticals, Photography, Plastic and Colour Industries globally. Some of our customers include Dr Reddy's, Hetero Drugs, Piramal Health ..."
Staubli Tec Systems India Pvt Ltd,IN,"Visit us at stand 15A.C77 , subevent P-MEC India 2025",
Shivam Petrochem Industries,IN,"Visit us at stand 7.Q01 , subevent CPHI India 2025","Shivam Petrochem Industries incepted with the ideology to cater to the pharmaceutical industries by providing the best solution as per their requirement. We, Shivam Petrochem Industries, are an ISO 9001: 2015 certified company and strictly comply wi..."
AMGIS LIFESCIENCE LTD,IN,"Visit us at stand 2.D35 , subevent CPHI India 2025","AMGIS LIFESCIENCE LTD (Formerly known as Amardeep chemical Industries Pvt Ltd) is one of the leading pharmaceutical manufacturing companies producing Veterinary and Human API's in India.Having world-class facilities, with a wide range of process equ..."
Krishna Enzytech / Collagen Lifesciences,IN,"Visit us at stand 4.G25 , subevent CPHI India 2025",
Wanksons Chemical Industries Pvt. Ltd.,IN,"Visit us at stand 7.M05 , subevent CPHI India 2025",
Reliable Metals India,IN,"Visit us at stand 15.C52 , subevent P-MEC India 2025",
Malhotra Organic Chemicals,IN,"Visit us at stand 7.M07 , subevent CPHI India 2025",
Logos Pharma,IN,"Visit us at stand 5.K15 , subevent CPHI India 2025",
Livlong Nutraceuticals Ltd,IN,"Visit us at stand 3.F16 , subevent CPHI India 2025","LivLong Nutraceuticals is a prominent third-party and private label manufacturer specialising in advanced nutraceuticals. We produce a diverse range of products, including sachets, tablets, capsules, powders, lozenges, and nutrition bars. Our state-..."
Innovative Engineers HVAC Pvt Ltd,IN,"Visit us at stand 12.F08 , subevent P-MEC India 2025",
Impact & Solutions,IN,"Visit us at stand 11.C25 , subevent P-MEC India 2025",
Gebr. Becker India Vacuum Pumps Pvt. Ltd.,IN,"Visit us at stand 15A.C70 , subevent P-MEC India 2025","A leading global manufacturer of vacuum and pneumatic equipment. With the new subsidiary, Becker would provide products diverse products like vacuum and pneumatic equipment, rotary vane vacuum pumps, screw vacuum pumps, claw vacuum pumps, roots boos..."
Fido Pharma Pvt. Ltd.,IN,"Visit us at stand 2.A38 , subevent CPHI India 2025",
Expresolv Limited,IN,"Visit us at stand 6.L08 , subevent CPHI India 2025","Expresolv is a fast-growing manufacturing company in India's Life Science sector. Our state-of-the-art facility holds ISO 9001:2015, FSSAI, and FDA certifications, among others. We offer a wide range of solvents in LR, AR, IP, BP, USP, JP grades, as..."
Embellish Pharmatech Pvt. Ltd.,IN,"Visit us at stand 8.Q39 , subevent CPHI India 2025",
Blue Sky System Private Limited,IN,"Visit us at stand 14.C37 , subevent P-MEC India 2025",
Akshar Molecules,IN,"Visit us at stand 5.K23 , subevent CPHI India 2025",
AD Pharmachem Pvt. Ltd.,IN,"Visit us at stand 7.N01 , subevent CPHI India 2025",Product 1. N-Bromo Succinimide (NBS) (CAS - 128-08-5) 2. Tetra Butyl Ammonium Bromide (TBAB) (CAS - 1643-19-2) 3. Tetra Butyl Ammonium Hydrogen Sulphate (TBAHS) (CAS - 32503-27-8) 4. Tri Ethyl Benzyl Ammonium Chloride (TEBACl) (CAS - 56-37-1) 5. 4-B...
